StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,psu,adult,sex,sex_6_TEXT,age,education,edu_subject,edu_subject_6_TEXT,province,state,family,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,us_edu,income,china_assist,race_disc,Q48,covid_assess_1,covid_assess_2,covid_assess_3,us_aid,kit,kit_got,kit_timely,return,return_reason,return_reason_5_TEXT,quar_assess,quar_reason,quar_reason_5_TEXT,quar_exempt,QID66_First Click,QID66_Last Click,QID66_Page Submit,QID66_Click Count,QID67_First Click,QID67_Last Click,QID67_Page Submit,QID67_Click Count,gov_assess_1,gov_assess_2,gov_assess_3,gov_assess_4,china_overall,china_gov,QID68_First Click,QID68_Last Click,QID68_Page Submit,QID68_Click Count,QID69_First Click,QID69_Last Click,QID69_Page Submit,QID69_Click Count,QID70_First Click,QID70_Last Click,QID70_Page Submit,QID70_Click Count,QID71_First Click,QID71_Last Click,QID71_Page Submit,QID71_Click Count,exclusion,group,finish
2020-08-28 12:28:27,2020-08-28 12:32:00,IP Address,73.230.123.215,100,212,TRUE,2020-08-28 12:32:00,R_1F3pkoB8StXtSMI,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,女,,1998,本科在读,其他,商科+理科,广东,Pennsylvania,"私营企业主,个体工商户",反对,同意,反对,同意,同意,高中,校内工作或实习收入（含全额奖学金）,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,比较严重,一般,二者均无,有,是,及时,未曾回国,"担心旅途期间增加感染几率,没买到机票或觉得票价过高",,,,,,2.029,5.293,9.468,4,0.454,0.918,5.887,2,5,2,4,2,比较满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:28:27,2020-08-28 12:34:34,IP Address,98.235.32.236,100,367,TRUE,2020-08-28 12:34:35,R_3lYWzLnij0huUcw,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1998,本科在读,工科,,上海,Pennsylvania,"国有企业经理,专业技术人员（如科学家、工程师、教师、律师、医生等）",同意,反对,同意,同意,同意,高中,"其他形式收入（如房屋租赁、商业经营）,无收入",从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,非常严重,不怎么严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高",,,,,,,,,,,,,,4,1,1,1,比较满意,同意,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:28:48,2020-08-28 12:32:15,IP Address,121.50.42.78,100,206,TRUE,2020-08-28 12:32:15,R_cHLTyiFyrAZld3r,,,,,39.928802490234400,116.388885498047000,anonymous,ZH-S,是,是,男,,1999,本科在读,理科（包括医科、农科）,,浙江,Pennsylvania,专业技术人员（如科学家、工程师、教师、律师、医生等）,同意,同意,强烈同意,强烈同意,强烈同意,本科（含预科）,校内工作或实习收入（含全额奖学金）,从没有,我没有遇到过，但我认识的人遇到过,没有,比较严重,比较严重,并不严重,二者均无,有,我想申请，但未拿到,无意见,已经或曾经回国,,,一般,"收费标准偏高,酒店设施比较差",,,,,,,,,,,5,2,1,3,比较满意,反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:28:58,2020-08-28 12:32:34,IP Address,203.168.226.51,100,216,TRUE,2020-08-28 12:32:34,R_3QDj4Xuj4RkQDrO,,,,,22.2794952392578000,114.14599609375,anonymous,ZH-S,是,是,女,,1999,本科在读,商科,,浙江,Pennsylvania,个体工商户,同意,同意,反对,同意,强烈同意,高中,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,比较严重,一般,一般,二者均无,不清楚,,,已经或曾经回国,,,非常好,没有不满意的地方,,,,,,,,,,,5,2,3,1,比较满意,同意,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:29:17,2020-08-28 12:34:24,IP Address,1.80.92.135,100,307,TRUE,2020-08-28 12:34:24,R_2YzXdqQ36Z9GB1I,,,,,34.259796142578100,108.929412841797000,anonymous,ZH-S,是,是,男,,1999,本科在读,商科,,陕西,Pennsylvania,"私营企业主,专业技术人员（如科学家、工程师、教师、律师、医生等）",同意,强烈同意,强烈反对,反对,反对,高中,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,比较严重,一般,二者均无,有,否,无意见,已经或曾经回国,,,好,没有不满意的地方,,,5.06,5.06,6.26,1,1.079,7.853,10.199,3,3,1,1,1,比较满意,反对,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:29:20,2020-08-28 12:35:14,IP Address,71.59.15.39,100,353,TRUE,2020-08-28 12:35:14,R_1JVmlqkKbI2t1FQ,,,,,34.0240020751953000,-84.23960113525390000,anonymous,ZH-S,是,是,男,,1999,本科在读,人文学科及艺术,,天津,Georgia,党和国家干部（科级及以上）,同意,同意,反对,强烈反对,反对,高中,无收入,从没有,我遇到过,有，在我认识的人当中，有人在美国被感染,非常严重,非常严重,非常严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高",,,,,,0,0,8.109,0,9.429,9.429,13.401,1,4,1,2,1,比较满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:29:20,2020-08-28 12:35:17,IP Address,73.230.75.112,100,356,TRUE,2020-08-28 12:35:17,R_2t2Wc6XWvKrmx01,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1999,本科在读,理科（包括医科、农科）,,北京,Pennsylvania,个体工商户,反对,同意,同意,同意,同意,本科（含预科）,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,一般,不怎么严重,二者均无,有,否,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,2,4,1,比较满意,强烈同意,0,0,13.882,0,1.47,29.378,46.015,7,,,,,,,,,,negative,yes
2020-08-28 12:29:22,2020-08-28 12:33:49,IP Address,73.230.118.13,100,267,TRUE,2020-08-28 12:33:49,R_3PZCMeUUJKKByR8,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1998,本科在读,理科（包括医科、农科）,,北京,Pennsylvania,"专业技术人员（如科学家、工程师、教师、律师、医生等）,私营企业或外资企业基层白领",强烈同意,强烈同意,同意,反对,同意,初中或更早,无收入,从没有,都没有，但我相信我所在的城市有针对中国人的歧视现象,没有,非常严重,非常严重,不怎么严重,二者均无,不清楚,,,未曾回国,"签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,0,0,6.634,0,0,0,9.165,0,4,3,3,3,比较满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:29:55,2020-08-28 12:36:30,IP Address,74.196.176.154,100,394,TRUE,2020-08-28 12:36:30,R_2473zj53IDRBGEr,,,,,30.6031951904297000,-96.3135986328125,anonymous,ZH-S,是,是,女,,1999,本科在读,人文学科及艺术,,江苏,Pennsylvania,个体工商户,同意,同意,反对,同意,同意,高中,无收入,从没有,我遇到过,有，在我认识的人当中，有人在美国被感染,比较严重,一般,一般,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,5,1,5,2,满意,同意,,,,,,,,,1.913,29.042,31.484,7,1.081,22.743,36.997,5,,additive,yes
2020-08-28 12:30:14,2020-08-28 12:34:59,IP Address,71.58.78.177,100,284,TRUE,2020-08-28 12:34:59,R_2YaFhWzUbBsTrLk,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,女,,1994,博士生在读,社会科学及法学,,天津,Pennsylvania,专业技术人员（如科学家、工程师、教师、律师、医生等）,反对,同意,强烈反对,同意,反对,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,从没有,我遇到过,有，在我认识的人当中，有人在美国被感染,非常严重,比较严重,一般,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,1,3,1,比较不满意,反对,0,0,15.531,0,0,0,27.688,0,,,,,,,,,,negative,yes
2020-08-28 12:30:15,2020-08-28 12:33:37,IP Address,123.158.30.70,100,202,TRUE,2020-08-28 12:33:37,R_31FrwrZJQwnancl,,,,,28.6627044677734000,121.43310546875,anonymous,ZH-S,是,是,男,,1998,本科在读,人文学科及艺术,,浙江,Pennsylvania,私营企业主,同意,同意,同意,同意,同意,本科（含预科）,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,比较严重,比较严重,二者均无,有,是,及时,已经或曾经回国,,,非常好,"行动受太多限制,没有不满意的地方",,,,,,,,,,,5,1,3,3,比较满意,同意,,,,,,,,,5.547,10.043,12.066,3,1.295,2.458,14.743,5,,additive,yes
2020-08-28 12:30:16,2020-08-28 18:31:24,IP Address,71.207.14.0,100,21668,TRUE,2020-08-28 18:31:25,R_3koKcasqas7JpG6,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1998,本科在读,工科,,浙江,Pennsylvania,私营企业主,反对,反对,同意,同意,反对,高中,无收入,从没有,我遇到过,没有,非常严重,比较严重,比较严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,2,3,2,比较满意,同意,0,0,4.213,0,3.813,4.881,6.086,4,,,,,,,,,,negative,yes
2020-08-28 12:30:19,2020-08-28 12:35:22,IP Address,104.38.13.43,100,302,TRUE,2020-08-28 12:35:23,R_1qb1v8hLFTuCQBD,,,,,40.791107177734400,-77.85919952392580000,anonymous,ZH-S,是,是,男,,2001,本科在读,理科（包括医科、农科）,,浙江,Pennsylvania,专业技术人员（如科学家、工程师、教师、律师、医生等）,强烈同意,强烈同意,强烈反对,强烈反对,强烈反对,高中,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,比较严重,一般,一般,二者均无,不清楚,,,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,1,1,1,1,不满意,强烈反对,,,,,,,,,0,0,32.551,0,0,0,12.312,0,,additive,yes
2020-08-28 12:30:19,2020-08-28 12:38:54,IP Address,73.230.121.66,100,514,TRUE,2020-08-28 12:38:54,R_2s4kHjCgbP3BHP7,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,2001,本科在读,工科,,江西,Pennsylvania,私营企业或外资企业经理,反对,反对,同意,同意,同意,本科（含预科）,无收入,曾经得到过补助，不过现在并没有,我遇到过,没有,一般,一般,一般,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高",,,,,,,,,,,,,,5,3,2,2,满意,同意,0,0,14.539,0,8.383,9.032,9.522,3,,,,,,,,,,negative,yes
2020-08-28 12:30:20,2020-08-28 12:33:48,IP Address,114.87.137.128,100,208,TRUE,2020-08-28 12:33:48,R_29hNfRCc6J0LLkT,,,,,31.25,121.48919677734400,anonymous,ZH-S,是,是,男,,1997,本科在读,商科,,上海,Pennsylvania,专业技术人员（如科学家、工程师、教师、律师、医生等）,反对,同意,反对,反对,反对,高中,无收入,从没有,我遇到过,没有,非常严重,比较严重,一般,二者均无,有,是,及时,已经或曾经回国,,,好,没有不满意的地方,,,,,,,,,,,4,2,1,1,一般,反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:30:24,2020-08-28 12:33:37,IP Address,76.10.24.24,100,192,TRUE,2020-08-28 12:33:37,R_8q6E18cy0qjZL2N,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1998,本科在读,商科,,上海,Pennsylvania,无业/失业,反对,同意,强烈同意,强烈同意,强烈同意,本科（含预科）,无收入,从没有,我遇到过,有，在我认识的人当中，有人在美国被感染,非常严重,一般,一般,二者均无,有,是,无意见,未曾回国,"工作安排或学业计划,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,2,2,1,一般,既不同意也不反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:30:29,2020-08-28 12:37:28,IP Address,8.20.93.57,100,418,TRUE,2020-08-28 12:37:30,R_3qxup51UXel54zC,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1997,本科在读,人文学科及艺术,,北京,Pennsylvania,专业技术人员（如科学家、工程师、教师、律师、医生等）,同意,同意,强烈同意,同意,同意,本科（含预科）,校内工作或实习收入（含全额奖学金）,从没有,我没有遇到过，但我认识的人遇到过,没有,比较严重,一般,不怎么严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,1,2,1,比较满意,同意,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:30:31,2020-08-28 12:33:28,IP Address,71.58.95.233,100,176,TRUE,2020-08-28 12:33:28,R_1LwhgBv0AXDM96b,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,1999,本科在读,人文学科及艺术,,四川,Pennsylvania,私营企业主,同意,反对,反对,强烈同意,反对,本科（含预科）,无收入,从没有,我遇到过,没有,非常严重,一般,一般,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境",,,,,,,,,,,,,,3,3,2,1,一般,反对,,,,,,,,,0.679,10.345,10.901,12,0.625,9.449,9.485,3,,additive,yes
2020-08-28 12:30:37,2020-08-28 12:33:12,IP Address,68.80.95.219,100,155,TRUE,2020-08-28 12:33:13,R_2VDbOxmsFVxFWLX,,,,,39.9842987060547000,-75.22660064697270000,anonymous,ZH-S,是,是,男,,1997,研究生在读,工科,,重庆,Pennsylvania,"国有企业经理,私营企业或外资企业经理",反对,同意,反对,同意,反对,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,非常严重,非常严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高",,,,,,,,,,,,,,4,2,3,2,比较满意,既不同意也不反对,1.815,2.649,3.48,2,1.246,5.345,6.598,5,,,,,,,,,,negative,yes
2020-08-28 12:30:37,2020-08-28 13:29:24,IP Address,162.242.48.66,100,3527,TRUE,2020-08-28 13:29:24,R_1onhpsgPsJqe0VY,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,2001,本科在读,其他,教育,浙江,Pennsylvania,私营企业或外资企业基层白领,同意,同意,同意,同意,同意,高中,无收入,从没有,都没有，但我相信我所在的城市有针对中国人的歧视现象,没有,非常严重,非常严重,非常严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,2,4,2,不满意,同意,0,0,16.036,0,2.133,4.936,7.283,2,,,,,,,,,,negative,yes
2020-08-28 12:30:42,2020-08-28 12:37:05,IP Address,66.253.164.201,100,382,TRUE,2020-08-28 12:37:05,R_3p096Bwd8sGdltc,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,女,,2000,本科在读,理科（包括医科、农科）,,广东,Pennsylvania,"私营企业或外资企业经理,个体工商户",同意,反对,同意,同意,同意,本科（含预科）,校内工作或实习收入（含全额奖学金）,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,一般,不怎么严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,2,4,1,比较满意,同意,0,0,13.78,0,4.901,4.901,15.579,2,,,,,,,,,,negative,yes
2020-08-28 12:30:47,2020-08-28 12:33:47,IP Address,207.174.204.41,100,180,TRUE,2020-08-28 12:33:47,R_1Qy1EZnfyMs3ASF,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,1991,研究生在读,理科（包括医科、农科）,,广西,Pennsylvania,产业工人,反对,同意,同意,反对,同意,硕士/博士研究生或以上,无收入,从没有,我遇到过,没有,非常严重,比较严重,一般,二者均无,有,是,不及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,1,3,1,比较满意,既不同意也不反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:30:51,2020-08-28 12:35:20,IP Address,67.22.31.100,100,269,TRUE,2020-08-28 12:35:21,R_3h6gvbeYFR2zflV,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1996,本科在读,工科,,江西,Pennsylvania,个体工商户,同意,反对,同意,强烈同意,强烈同意,高中,校内工作或实习收入（含全额奖学金）,从没有,我没有遇到过，但我认识的人遇到过,有，在我认识的人当中，有人在美国被感染,非常严重,比较严重,一般,收到过美国各级政府提供的现金或物资,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高",,,,,,,,,,,,,,5,2,3,2,满意,既不同意也不反对,0,0,12.834,0,2.95,4.871,5.747,2,,,,,,,,,,negative,yes
2020-08-28 12:31:05,2020-08-28 12:34:34,IP Address,73.175.149.235,100,209,TRUE,2020-08-28 12:34:34,R_2YhMSMgZIPaUkKy,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,女,,1997,研究生在读,社会科学及法学,,江苏,Pennsylvania,私营企业主,同意,同意,反对,同意,反对,高中,校内工作或实习收入（含全额奖学金）,从没有,我遇到过,没有,非常严重,一般,不怎么严重,收到过美国民间组织提供的现金或物资,有,否,无意见,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境",,,,,,0,0,7.984,0,0,0,6.624,0,5,1,3,1,满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:31:10,2020-08-28 12:36:20,IP Address,68.232.113.19,100,309,TRUE,2020-08-28 12:36:20,R_111sAFVFOz3CoLb,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,女,,1997,博士生在读,理科（包括医科、农科）,,湖北,Pennsylvania,基层公务员或国有企业基层白领,同意,反对,同意,同意,同意,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,曾经得到过补助，不过现在并没有,我没有遇到过，但我认识的人遇到过,有，在我认识的人当中，有人在中国被感染,比较严重,比较严重,一般,二者均无,有,是,无意见,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率",,,,,,,,,,,,,,3,2,3,3,满意,同意,,,,,,,,,0.867,9.533,11.07,7,0.665,8.3,10.179,7,,additive,yes
